id_venta,fecha,id_cliente,categoria,producto,cantidad,precio_unitario,descuento,ciudad_venta,total_venta
VNT-0000208,2025-02-27 03:00:00,CLI-00250,Muebles,Archivador Metálico,9,445309.79,0.0,Medellín,4007788.11
VNT-0000209,2025-01-10 13:00:00,CLI-00114,Muebles,Archivador Metálico,1,426768.68,0.05,Bucaramanga,405430.25
VNT-0000210,2025-10-28 07:00:00,CLI-01084,Muebles,Silla Ergonómica,19,860303.07,0.0,Medellín,16345758.33
VNT-0000211,2024-09-04 12:00:00,CLI-01449,Tecnología,Mouse Inalámbrico,14,115655.65,0.0,Duitama,1619179.1
VNT-0000212,2025-03-17 13:00:00,CLI-00310,Muebles,Archivador Metálico,1,426689.18,0.0,Bucaramanga,426689.18
VNT-0000213,2024-04-14 05:00:00,CLI-00850,Hardware,Servidor Rack 2U,7,13468191.72,0.1,Bucaramanga,84849607.84
VNT-0000214,2023-11-14 22:00:00,CLI-00967,Muebles,Archivador Metálico,15,393078.08,0.0,Medellín,5896171.2
VNT-0000215,2024-11-17 10:00:00,CLI-01339,Muebles,Escritorio Elevable,18,1540309.94,0.0,Sogamoso,27725578.92
VNT-0000216,2023-05-04 13:00:00,CLI-01408,Papelería,Marcadores Pro,19,37284.95,0.0,Tunja,708414.05
VNT-0000217,2025-07-23 05:00:00,CLI-01253,Hardware,Switch Gigabit 24p,8,1195170.91,0.0,Cali,9561367.28
VNT-0000218,2023-09-04 07:00:00,CLI-00676,Tecnología,Monitor 4K,9,1669978.19,0.15,Cali,12775333.15
VNT-0000219,2024-03-11 05:00:00,CLI-00125,Servicios Cloud,Instancia VM vCPU4,16,500594.5,0.1,Medellín,7208560.8
VNT-0000220,2025-05-15 13:00:00,CLI-00282,Servicios Cloud,Instancia VM vCPU4,1,447371.71,0.0,Cali,447371.71
VNT-0000221,2025-11-26 12:00:00,CLI-00893,Papelería,Marcadores Pro,2,33915.51,0.2,Bucaramanga,54264.82
VNT-0000222,2023-01-17 16:00:00,CLI-00386,Tecnología,Mouse Inalámbrico,3,118731.99,0.1,Medellín,320576.37
VNT-0000223,2023-05-27 06:00:00,CLI-01435,Servicios Cloud,Almacenamiento S3 1TB,16,152010.28,0.05,Medellín,2310556.26
VNT-0000224,2024-11-26 19:00:00,CLI-01426,Tecnología,Monitor 4K,1,1888537.98,0.0,Sogamoso,1888537.98
VNT-0000225,2025-09-05 03:00:00,CLI-01281,Papelería,Cuaderno Cuadriculado,7,16872.38,0.15,Tunja,100390.66
VNT-0000226,2023-10-25 20:00:00,CLI-00075,Servicios Cloud,Instancia VM vCPU4,12,444825.53,0.2,Cali,4270325.09
VNT-0000227,2024-02-07 02:00:00,CLI-00978,Tecnología,Monitor 4K,11,1752371.81,0.0,Cali,19276089.91
VNT-0000228,2024-01-20 14:00:00,CLI-00171,Servicios Cloud,Almacenamiento S3 1TB,13,152730.15,0.2,Cali,1588393.56
VNT-0000229,2025-12-23 11:00:00,CLI-01255,Tecnología,Laptop Pro,19,4331361.08,0.2,Duitama,65836688.42
VNT-0000230,2025-08-24 11:00:00,CLI-01113,Servicios Cloud,Almacenamiento S3 1TB,13,144176.45,0.2,Bogotá,1499435.08
VNT-0000231,2024-09-21 21:00:00,CLI-00060,Muebles,Escritorio Elevable,8,1601284.71,0.0,Duitama,12810277.68
VNT-0000232,2023-05-14 18:00:00,CLI-00606,Tecnología,Mouse Inalámbrico,7,119499.65,0.05,Tunja,794672.67
VNT-0000233,2025-05-24 16:00:00,CLI-00412,Tecnología,Laptop Pro,15,4373149.22,0.0,Sogamoso,65597238.3
VNT-0000234,2025-09-25 00:00:00,CLI-00433,Hardware,Servidor Rack 2U,2,13546205.69,0.05,Duitama,25737790.81
VNT-0000235,2025-12-01 19:00:00,CLI-00095,Tecnología,Teclado Mecánico,1,274048.67,0.1,Cali,246643.8
VNT-0000236,2023-04-30 10:00:00,CLI-00741,Tecnología,Mouse Inalámbrico,10,128031.35,0.1,Sogamoso,1152282.15
VNT-0000237,2024-06-26 08:00:00,CLI-00857,Muebles,Silla Ergonómica,18,883106.57,0.0,Duitama,15895918.26
VNT-0000238,2025-06-27 21:00:00,CLI-01346,Papelería,Marcadores Pro,4,34386.79,0.15,Cali,116915.09
VNT-0000239,2025-07-19 17:00:00,CLI-00916,Papelería,Resma Papel Bond,9,20399.31,0.1,Duitama,165234.41
VNT-0000240,2025-10-07 17:00:00,CLI-00750,Tecnología,Laptop Pro,8,4358602.07,0.0,Cali,34868816.56
VNT-0000241,2024-10-22 20:00:00,CLI-00904,Tecnología,Monitor 4K,3,1671131.34,0.2,Duitama,4010715.22
VNT-0000242,2023-02-07 22:00:00,CLI-00044,Tecnología,Mouse Inalámbrico,4,117044.53,0.15,Bucaramanga,397951.4
VNT-0000243,2025-07-14 20:00:00,CLI-01500,Tecnología,Laptop Pro,11,4751059.58,0.15,Cali,44422407.07
VNT-0000244,2024-12-18 19:00:00,CLI-00794,Muebles,Archivador Metálico,11,390246.75,0.05,Medellín,4078078.54
VNT-0000245,2023-08-26 18:00:00,CLI-01348,Servicios Cloud,Instancia VM vCPU4,13,464497.58,0.0,Tunja,6038468.54
VNT-0000246,2024-09-13 18:00:00,CLI-00369,Tecnología,Laptop Pro,8,4183729.18,0.05,Bogotá,31796341.77
VNT-0000247,2025-04-30 09:00:00,CLI-00854,Muebles,Escritorio Elevable,14,1560630.15,0.2,Bogotá,17479057.68
VNT-0000248,2025-02-22 10:00:00,CLI-00932,Muebles,Archivador Metálico,7,412500.48,0.1,Duitama,2598753.02
VNT-0000249,2025-09-29 19:00:00,CLI-00274,Hardware,Firewall Hardware,16,3208514.3,0.0,Duitama,51336228.8
VNT-0000250,2023-04-20 08:00:00,CLI-00273,Hardware,Servidor Rack 2U,11,14152396.01,0.05,Sogamoso,147892538.3
VNT-0000251,2024-09-17 02:00:00,CLI-01499,Servicios Cloud,Base de Datos RDS,7,915186.75,0.0,Sogamoso,6406307.25
VNT-0000252,2024-09-07 03:00:00,CLI-01161,Tecnología,Monitor 4K,1,1823376.08,0.05,Medellín,1732207.28
VNT-0000253,2025-04-21 10:00:00,CLI-00357,Tecnología,Laptop Pro,6,4347634.88,0.05,Bucaramanga,24781518.82
VNT-0000254,2024-01-25 03:00:00,CLI-00178,Muebles,Archivador Metálico,18,402648.27,0.05,Tunja,6885285.42
VNT-0000255,2024-05-07 19:00:00,CLI-00735,Tecnología,Monitor 4K,9,1659583.93,0.0,Medellín,14936255.37
VNT-0000256,2025-11-07 21:00:00,CLI-01282,Papelería,Marcadores Pro,14,35716.37,0.0,Tunja,500029.18
VNT-0000257,2025-07-31 14:00:00,CLI-00140,Servicios Cloud,Almacenamiento S3 1TB,8,158571.65,0.15,Duitama,1078287.22
VNT-0000258,2023-09-16 08:00:00,CLI-00309,Hardware,Servidor Rack 2U,9,13545361.45,0.15,Sogamoso,103622015.09
VNT-0000259,2023-02-13 02:00:00,CLI-00004,Servicios Cloud,Almacenamiento S3 1TB,4,158563.94,0.0,Cali,634255.76
VNT-0000260,2023-07-15 01:00:00,CLI-00832,Muebles,Escritorio Elevable,13,1622630.14,0.0,Duitama,21094191.82
VNT-0000261,2023-10-06 20:00:00,CLI-00590,Servicios Cloud,Instancia VM vCPU4,13,495311.03,0.0,Tunja,6439043.39
VNT-0000262,2024-12-23 23:00:00,CLI-00631,Muebles,Silla Ergonómica,15,884765.22,0.1,Bogotá,11944330.47
VNT-0000263,2023-04-23 15:00:00,CLI-01496,Tecnología,Monitor 4K,3,1891600.99,0.2,Bucaramanga,4539842.38
VNT-0000264,2024-08-01 20:00:00,CLI-00054,Servicios Cloud,Instancia VM vCPU4,14,459194.82,0.0,Bogotá,6428727.48
VNT-0000265,2025-05-28 04:00:00,CLI-00195,Tecnología,Teclado Mecánico,18,270196.89,0.05,Bucaramanga,4620366.82
VNT-0000266,2023-06-12 15:00:00,CLI-01310,Muebles,Silla Ergonómica,9,878206.12,0.0,Bucaramanga,7903855.08
VNT-0000267,2025-09-19 07:00:00,CLI-01360,Muebles,Escritorio Elevable,12,1511855.34,0.05,Sogamoso,17235150.88
VNT-0000268,2024-04-12 04:00:00,CLI-01358,Servicios Cloud,Instancia VM vCPU4,14,513391.22,0.05,Duitama,6828103.23
VNT-0000269,2023-04-02 04:00:00,CLI-00065,Servicios Cloud,Instancia VM vCPU4,11,473957.5,0.15,Bucaramanga,4431502.62
VNT-0000270,2023-12-19 04:00:00,CLI-01162,Muebles,Escritorio Elevable,9,1603436.15,0.2,Bogotá,11544740.28
VNT-0000271,2024-01-18 16:00:00,CLI-01328,Servicios Cloud,Almacenamiento S3 1TB,19,143724.49,0.0,Tunja,2730765.31
VNT-0000272,2025-03-11 15:00:00,CLI-00543,Tecnología,Mouse Inalámbrico,9,111957.58,0.05,Sogamoso,957237.31
VNT-0000273,2024-09-20 18:00:00,CLI-00167,Muebles,Silla Ergonómica,8,819997.11,0.05,Duitama,6231978.04
VNT-0000274,2025-05-14 19:00:00,CLI-00497,Servicios Cloud,Base de Datos RDS,15,945642.18,0.0,Bucaramanga,14184632.7
VNT-0000275,2025-11-07 17:00:00,CLI-00802,Servicios Cloud,Base de Datos RDS,15,909748.9,0.0,Sogamoso,13646233.5
VNT-0000276,2023-06-19 13:00:00,CLI-00239,Hardware,Switch Gigabit 24p,12,1197775.62,0.15,Bogotá,12217311.32
VNT-0000277,2025-01-28 11:00:00,CLI-01167,Tecnología,Mouse Inalámbrico,3,111167.05,0.0,Bucaramanga,333501.15
VNT-0000278,2024-06-04 15:00:00,CLI-00368,Servicios Cloud,Base de Datos RDS,16,851318.34,0.0,Bogotá,13621093.44
VNT-0000279,2025-04-06 04:00:00,CLI-00273,Papelería,Resma Papel Bond,1,20897.07,0.05,Medellín,19852.22
VNT-0000280,2025-09-22 23:00:00,CLI-01491,Hardware,Switch Gigabit 24p,15,1137154.71,0.0,Duitama,17057320.65
VNT-0000281,2024-07-07 07:00:00,CLI-00227,Tecnología,Laptop Pro,2,4798477.41,0.15,Tunja,8157411.6
VNT-0000282,2025-07-24 18:00:00,CLI-01082,Servicios Cloud,Base de Datos RDS,5,911308.26,0.0,Duitama,4556541.3
VNT-0000283,2024-10-12 20:00:00,CLI-00026,Papelería,Cuaderno Cuadriculado,12,18979.92,0.1,Sogamoso,204983.14
VNT-0000284,2024-06-15 04:00:00,CLI-00328,Tecnología,Teclado Mecánico,3,263246.49,0.0,Bogotá,789739.47
VNT-0000285,2024-10-02 21:00:00,CLI-00171,Muebles,Escritorio Elevable,18,1480006.99,0.15,Cali,22644106.95
VNT-0000286,2025-12-21 06:00:00,CLI-01344,Muebles,Archivador Metálico,5,423343.55,0.2,Tunja,1693374.2
VNT-0000287,2025-12-08 01:00:00,CLI-00143,Papelería,Marcadores Pro,3,34233.87,0.05,Cali,97566.53
VNT-0000288,2024-04-29 07:00:00,CLI-01220,Hardware,Switch Gigabit 24p,18,1108510.71,0.0,Duitama,19953192.78
VNT-0000289,2023-08-27 12:00:00,CLI-00079,Papelería,Marcadores Pro,9,35086.3,0.0,Bucaramanga,315776.7
VNT-0000290,2025-01-21 21:00:00,CLI-00996,Papelería,Marcadores Pro,7,33468.9,0.05,Medellín,222568.18
VNT-0000291,2024-08-09 09:00:00,CLI-00806,Papelería,Marcadores Pro,14,37296.36,0.1,Medellín,469934.14
VNT-0000292,2025-10-08 11:00:00,CLI-01498,Tecnología,Monitor 4K,4,1908217.61,0.05,Tunja,7251226.92
VNT-0000293,2025-02-06 08:00:00,CLI-00016,Tecnología,Teclado Mecánico,13,268566.72,0.05,Sogamoso,3316798.99
VNT-0000294,2023-03-21 00:00:00,CLI-01484,Muebles,Escritorio Elevable,16,1578998.69,0.0,Bogotá,25263979.04
VNT-0000295,2024-10-07 13:00:00,CLI-00775,Muebles,Silla Ergonómica,2,884845.37,0.0,Sogamoso,1769690.74
VNT-0000296,2024-01-04 00:00:00,CLI-01492,Tecnología,Laptop Pro,15,4468165.88,0.15,Duitama,56969114.97
VNT-0000297,2025-09-17 02:00:00,CLI-00999,Papelería,Resma Papel Bond,9,22526.25,0.0,Sogamoso,202736.25
VNT-0000298,2023-06-14 07:00:00,CLI-00441,Muebles,Archivador Metálico,12,447590.35,0.1,Sogamoso,4833975.78
VNT-0000299,2024-01-17 09:00:00,CLI-01109,Tecnología,Monitor 4K,19,1773816.91,0.15,Cali,28647143.1
VNT-0000300,2023-11-16 00:00:00,CLI-00495,Muebles,Archivador Metálico,4,439070.68,0.0,Bucaramanga,1756282.72
VNT-0000301,2023-09-11 00:00:00,CLI-00626,Tecnología,Teclado Mecánico,19,285459.88,0.0,Sogamoso,5423737.72
VNT-0000302,2023-09-28 19:00:00,CLI-00948,Hardware,Switch Gigabit 24p,13,1195314.21,0.1,Medellín,13985176.26
VNT-0000303,2024-07-20 20:00:00,CLI-00470,Hardware,Firewall Hardware,12,3124033.26,0.0,Bogotá,37488399.12
VNT-0000304,2023-02-12 12:00:00,CLI-01014,Servicios Cloud,Almacenamiento S3 1TB,4,160149.6,0.0,Medellín,640598.4
VNT-0000305,2024-07-28 23:00:00,CLI-00281,Tecnología,Monitor 4K,13,1687162.6,0.0,Sogamoso,21933113.8
VNT-0000306,2024-10-14 19:00:00,CLI-00701,Servicios Cloud,Almacenamiento S3 1TB,7,155312.3,0.1,Duitama,978467.49
VNT-0000307,2023-08-24 00:00:00,CLI-00585,Servicios Cloud,Instancia VM vCPU4,12,477896.84,0.05,Bucaramanga,5448023.98
VNT-0000308,2023-11-18 10:00:00,CLI-00341,Servicios Cloud,Almacenamiento S3 1TB,11,143818.87,0.0,Medellín,1582007.57
VNT-0000309,2024-12-20 00:00:00,CLI-01470,Tecnología,Monitor 4K,15,1656975.05,0.05,Bogotá,23611894.46
VNT-0000310,2025-07-13 12:00:00,CLI-01071,Papelería,Cuaderno Cuadriculado,16,17312.37,0.2,Duitama,221598.34
VNT-0000311,2025-04-14 00:00:00,CLI-01001,Servicios Cloud,Instancia VM vCPU4,15,486134.72,0.05,Sogamoso,6927419.76
VNT-0000312,2023-11-07 23:00:00,CLI-00463,Papelería,Cuaderno Cuadriculado,13,18860.33,0.0,Medellín,245184.29
VNT-0000313,2025-12-18 09:00:00,CLI-00341,Papelería,Cuaderno Cuadriculado,8,18388.49,0.0,Tunja,147107.92
VNT-0000314,2023-03-27 15:00:00,CLI-00983,Muebles,Silla Ergonómica,1,795170.86,0.15,Bogotá,675895.23
VNT-0000315,2023-11-01 14:00:00,CLI-00598,Papelería,Cuaderno Cuadriculado,11,17629.78,0.05,Bucaramanga,184231.2
VNT-0000316,2023-11-11 01:00:00,CLI-00286,Tecnología,Teclado Mecánico,7,260439.39,0.0,Duitama,1823075.73
VNT-0000317,2025-08-19 17:00:00,CLI-00764,Papelería,Marcadores Pro,2,35822.12,0.0,Sogamoso,71644.24
VNT-0000318,2023-10-30 06:00:00,CLI-00929,Tecnología,Laptop Pro,1,4720944.82,0.05,Duitama,4484897.58
VNT-0000319,2025-11-15 11:00:00,CLI-01275,Muebles,Silla Ergonómica,17,900160.29,0.2,Bogotá,12242179.94
VNT-0000320,2024-04-24 08:00:00,CLI-00072,Tecnología,Laptop Pro,15,4442995.86,0.0,Bogotá,66644937.9
VNT-0000321,2024-01-24 18:00:00,CLI-00327,Papelería,Cuaderno Cuadriculado,13,19181.42,0.0,Medellín,249358.46
VNT-0000322,2024-02-03 20:00:00,CLI-00987,Tecnología,Mouse Inalámbrico,2,120489.32,0.05,Bogotá,228929.71
VNT-0000323,2024-01-20 11:00:00,CLI-01236,Servicios Cloud,Base de Datos RDS,19,863670.84,0.05,Tunja,15589258.66
VNT-0000324,2023-11-03 07:00:00,CLI-00166,Servicios Cloud,Instancia VM vCPU4,6,513041.86,0.1,Bogotá,2770426.04
VNT-0000325,2024-12-23 07:00:00,CLI-00768,Tecnología,Teclado Mecánico,4,268947.64,0.2,Cali,860632.45
VNT-0000326,2024-01-18 09:00:00,CLI-00064,Tecnología,Mouse Inalámbrico,1,118055.76,0.1,Duitama,106250.18
VNT-0000327,2023-03-29 17:00:00,CLI-01280,Tecnología,Laptop Pro,16,4155744.76,0.1,Bogotá,59842724.54
VNT-0000328,2025-06-22 12:00:00,CLI-00682,Hardware,Firewall Hardware,3,3116822.8,0.15,Bogotá,7947898.14
VNT-0000329,2025-10-28 09:00:00,CLI-00786,Papelería,Resma Papel Bond,13,20701.73,0.0,Sogamoso,269122.49
VNT-0000330,2025-12-11 19:00:00,CLI-00922,Muebles,Silla Ergonómica,12,796937.98,0.0,Cali,9563255.76
VNT-0000331,2023-09-09 03:00:00,CLI-00085,Tecnología,Mouse Inalámbrico,7,122901.11,0.1,Cali,774276.99
VNT-0000332,2025-07-03 23:00:00,CLI-01388,Papelería,Cuaderno Cuadriculado,11,17843.12,0.05,Bogotá,186460.6
VNT-0000333,2024-01-30 13:00:00,CLI-00037,Hardware,Servidor Rack 2U,1,14161133.08,0.15,Sogamoso,12036963.12
VNT-0000334,2025-10-30 08:00:00,CLI-00572,Servicios Cloud,Instancia VM vCPU4,16,462961.97,0.0,Sogamoso,7407391.52
VNT-0000335,2023-04-15 13:00:00,CLI-01012,Papelería,Marcadores Pro,13,33087.14,0.0,Medellín,430132.82
VNT-0000336,2024-06-20 00:00:00,CLI-00376,Tecnología,Laptop Pro,3,4515876.9,0.2,Medellín,10838104.56
VNT-0000337,2025-09-21 10:00:00,CLI-01107,Tecnología,Laptop Pro,9,4443760.12,0.1,Tunja,35994456.97
VNT-0000338,2024-06-10 10:00:00,CLI-01419,Tecnología,Monitor 4K,11,1888224.07,0.05,Cali,19731941.53
VNT-0000339,2023-09-10 01:00:00,CLI-01084,Tecnología,Mouse Inalámbrico,9,121098.63,0.05,Bogotá,1035393.29
VNT-0000340,2025-03-29 23:00:00,CLI-00054,Tecnología,Laptop Pro,19,4469735.33,0.0,Bucaramanga,84924971.27
VNT-0000341,2023-05-28 01:00:00,CLI-00033,Tecnología,Laptop Pro,13,4415383.83,0.2,Tunja,45919991.83
VNT-0000342,2025-12-14 03:00:00,CLI-00370,Muebles,Escritorio Elevable,10,1639232.94,0.05,Duitama,15572712.93
VNT-0000343,2025-03-29 14:00:00,CLI-00160,Hardware,Firewall Hardware,17,3104424.84,0.0,Cali,52775222.28
VNT-0000344,2025-06-17 11:00:00,CLI-00804,Papelería,Resma Papel Bond,11,20565.68,0.05,Medellín,214911.36
VNT-0000345,2025-06-19 04:00:00,CLI-00865,Servicios Cloud,Base de Datos RDS,8,914813.62,0.2,Bogotá,5854807.17
VNT-0000346,2025-03-13 16:00:00,CLI-00664,Servicios Cloud,Instancia VM vCPU4,15,459020.07,0.0,Duitama,6885301.05
VNT-0000347,2023-06-03 05:00:00,CLI-00756,Tecnología,Laptop Pro,3,4193709.06,0.0,Bucaramanga,12581127.18
VNT-0000348,2023-01-04 16:00:00,CLI-01163,Servicios Cloud,Base de Datos RDS,8,945949.38,0.0,Sogamoso,7567595.04
VNT-0000349,2024-07-31 05:00:00,CLI-00658,Tecnología,Monitor 4K,4,1773065.08,0.0,Cali,7092260.32
VNT-0000350,2024-04-18 01:00:00,CLI-00716,Papelería,Marcadores Pro,15,34054.6,0.1,Sogamoso,459737.1
VNT-0000351,2023-12-10 23:00:00,CLI-01324,Muebles,Silla Ergonómica,7,841071.34,0.1,Tunja,5298749.44
VNT-0000352,2024-07-20 01:00:00,CLI-00692,Hardware,Switch Gigabit 24p,10,1162279.58,0.05,Sogamoso,11041656.01
VNT-0000353,2024-08-26 01:00:00,CLI-00457,Tecnología,Laptop Pro,17,4276480.63,0.0,Bucaramanga,72700170.71
VNT-0000354,2024-01-09 14:00:00,CLI-00820,Tecnología,Laptop Pro,7,4562930.5,0.0,Duitama,31940513.5
VNT-0000355,2025-03-03 09:00:00,CLI-01210,Hardware,Firewall Hardware,9,3052389.5,0.15,Cali,23350779.68
VNT-0000356,2025-05-11 13:00:00,CLI-01092,Tecnología,Teclado Mecánico,10,280473.3,0.2,Bucaramanga,2243786.4
VNT-0000357,2023-01-27 19:00:00,CLI-00317,Servicios Cloud,Almacenamiento S3 1TB,9,151863.68,0.0,Bucaramanga,1366773.12
VNT-0000358,2025-05-26 07:00:00,CLI-00922,Servicios Cloud,Base de Datos RDS,12,948808.01,0.0,Sogamoso,11385696.12
VNT-0000359,2025-01-27 17:00:00,CLI-00144,Servicios Cloud,Instancia VM vCPU4,5,453582.02,0.0,Bucaramanga,2267910.1
VNT-0000360,2024-11-04 01:00:00,CLI-00973,Hardware,Switch Gigabit 24p,9,1290872.74,0.05,Medellín,11036961.93
VNT-0000361,2023-10-15 00:00:00,CLI-00292,Hardware,Firewall Hardware,3,3411088.87,0.0,Sogamoso,10233266.61
VNT-0000362,2024-09-09 02:00:00,CLI-00201,Tecnología,Monitor 4K,7,1780950.72,0.0,Duitama,12466655.04
VNT-0000363,2024-11-29 12:00:00,CLI-00648,Servicios Cloud,Almacenamiento S3 1TB,1,160174.96,0.1,Bogotá,144157.46
VNT-0000364,2024-11-01 15:00:00,CLI-00229,Papelería,Resma Papel Bond,17,23198.81,0.15,Tunja,335222.8
VNT-0000365,2025-02-04 13:00:00,CLI-00969,Papelería,Marcadores Pro,16,34075.3,0.0,Duitama,545204.8
VNT-0000366,2024-07-26 06:00:00,CLI-00347,Tecnología,Laptop Pro,3,4811858.68,0.1,Tunja,12992018.44
VNT-0000367,2025-08-04 04:00:00,CLI-00787,Servicios Cloud,Instancia VM vCPU4,11,445996.61,0.0,Tunja,4905962.71
VNT-0000368,2024-02-28 10:00:00,CLI-00686,Hardware,Switch Gigabit 24p,15,1135477.53,0.0,Bucaramanga,17032162.95
VNT-0000369,2023-12-25 06:00:00,CLI-00546,Hardware,Firewall Hardware,10,3246779.14,0.1,Sogamoso,29221012.26
VNT-0000370,2024-04-02 06:00:00,CLI-00375,Muebles,Archivador Metálico,15,386927.58,0.0,Tunja,5803913.7
VNT-0000371,2023-09-05 15:00:00,CLI-00139,Tecnología,Monitor 4K,8,1873592.67,0.0,Bogotá,14988741.36
VNT-0000372,2025-09-16 04:00:00,CLI-00179,Muebles,Silla Ergonómica,4,869824.82,0.0,Medellín,3479299.28
VNT-0000373,2024-09-17 12:00:00,CLI-00354,Servicios Cloud,Instancia VM vCPU4,7,511355.23,0.0,Cali,3579486.61
VNT-0000374,2023-08-07 20:00:00,CLI-00543,Servicios Cloud,Almacenamiento S3 1TB,4,151000.09,0.0,Bucaramanga,604000.36
VNT-0000375,2025-11-08 20:00:00,CLI-00586,Muebles,Escritorio Elevable,3,1680442.64,0.2,Tunja,4033062.34
VNT-0000376,2023-10-10 21:00:00,CLI-00872,Tecnología,Teclado Mecánico,6,258093.13,0.15,Sogamoso,1316274.96
VNT-0000377,2025-10-16 11:00:00,CLI-01435,Muebles,Silla Ergonómica,12,835787.04,0.15,Cali,8525027.81
VNT-0000378,2023-06-30 17:00:00,CLI-00433,Muebles,Silla Ergonómica,14,825039.3,0.0,Bogotá,11550550.2
VNT-0000379,2023-01-30 19:00:00,CLI-01326,Hardware,Switch Gigabit 24p,10,1118860.35,0.2,Medellín,8950882.8
VNT-0000380,2024-03-09 08:00:00,CLI-00673,Papelería,Resma Papel Bond,7,20661.85,0.1,Duitama,130169.65
VNT-0000381,2025-09-24 21:00:00,CLI-00405,Muebles,Escritorio Elevable,13,1726718.65,0.0,Bogotá,22447342.45
VNT-0000382,2025-03-06 23:00:00,CLI-01491,Papelería,Resma Papel Bond,16,20430.56,0.05,Bogotá,310544.51
VNT-0000383,2023-03-07 11:00:00,CLI-00642,Tecnología,Mouse Inalámbrico,13,120818.6,0.15,Tunja,1335045.53
VNT-0000384,2023-08-24 13:00:00,CLI-01044,Hardware,Firewall Hardware,16,3098814.75,0.15,Duitama,42143880.6
VNT-0000385,2023-08-22 05:00:00,CLI-00240,Muebles,Silla Ergonómica,11,913023.75,0.15,Bogotá,8536772.06
VNT-0000386,2023-01-19 16:00:00,CLI-00913,Muebles,Escritorio Elevable,6,1556569.07,0.15,Duitama,7938502.26
VNT-0000387,2024-05-11 11:00:00,CLI-01167,Muebles,Escritorio Elevable,11,1559923.91,0.05,Cali,16301204.86
VNT-0000388,2024-02-28 13:00:00,CLI-01148,Servicios Cloud,Instancia VM vCPU4,16,483573.99,0.15,Sogamoso,6576606.26
VNT-0000389,2024-07-30 05:00:00,CLI-00928,Servicios Cloud,Base de Datos RDS,15,841520.75,0.05,Duitama,11991670.69
VNT-0000390,2025-11-10 18:00:00,CLI-00603,Servicios Cloud,Base de Datos RDS,2,947616.66,0.05,Bogotá,1800471.65
VNT-0000391,2025-11-10 02:00:00,CLI-00366,Tecnología,Teclado Mecánico,18,290721.84,0.1,Medellín,4709693.81
VNT-0000392,2023-05-19 11:00:00,CLI-00152,Muebles,Escritorio Elevable,15,1698160.56,0.15,Tunja,21651547.14
VNT-0000393,2024-02-11 07:00:00,CLI-00331,Tecnología,Monitor 4K,14,1939749.83,0.0,Bucaramanga,27156497.62
VNT-0000394,2024-08-16 14:00:00,CLI-01109,Servicios Cloud,Base de Datos RDS,10,958487.18,0.0,Bogotá,9584871.8
VNT-0000395,2025-11-24 18:00:00,CLI-00931,Tecnología,Laptop Pro,8,4445068.38,0.1,Bogotá,32004492.34
VNT-0000396,2024-12-21 23:00:00,CLI-00791,Papelería,Resma Papel Bond,2,23390.76,0.0,Tunja,46781.52
VNT-0000397,2024-09-03 07:00:00,CLI-01282,Hardware,Servidor Rack 2U,14,14179066.68,0.05,Bucaramanga,188581586.84
VNT-0000398,2024-06-12 11:00:00,CLI-00337,Hardware,Servidor Rack 2U,4,15065693.77,0.1,Cali,54236497.57
VNT-0000399,2025-09-03 21:00:00,CLI-01243,Muebles,Escritorio Elevable,15,1594987.49,0.15,Tunja,20336090.5
VNT-0000400,2023-10-31 00:00:00,CLI-01034,Muebles,Archivador Metálico,17,419677.23,0.0,Bogotá,7134512.91
VNT-0000401,2025-08-08 22:00:00,CLI-00621,Tecnología,Teclado Mecánico,12,289425.69,0.1,Tunja,3125797.45
VNT-0000402,2025-09-28 12:00:00,CLI-00188,Servicios Cloud,Instancia VM vCPU4,15,446936.03,0.0,Duitama,6704040.45
VNT-0000403,2023-06-13 10:00:00,CLI-00420,Servicios Cloud,Base de Datos RDS,8,833369.82,0.0,Sogamoso,6666958.56
VNT-0000404,2025-08-25 14:00:00,CLI-00186,Tecnología,Monitor 4K,1,1827866.91,0.0,Sogamoso,1827866.91
VNT-0000405,2025-03-01 02:00:00,CLI-00940,Muebles,Silla Ergonómica,7,875785.11,0.2,Sogamoso,4904396.62
VNT-0000406,2025-04-14 10:00:00,CLI-00350,Servicios Cloud,Base de Datos RDS,18,911450.16,0.0,Tunja,16406102.88
VNT-0000407,2025-11-03 09:00:00,CLI-01482,Hardware,Switch Gigabit 24p,4,1244782.12,0.15,Bucaramanga,4232259.21
VNT-0000408,2025-09-14 13:00:00,CLI-00816,Tecnología,Teclado Mecánico,13,276479.35,0.0,Bucaramanga,3594231.55
VNT-0000409,2025-12-23 18:00:00,CLI-01408,Papelería,Marcadores Pro,5,33474.7,0.0,Medellín,167373.5
VNT-0000410,2025-09-23 07:00:00,CLI-00240,Tecnología,Teclado Mecánico,12,278455.91,0.1,Medellín,3007323.83
VNT-0000411,2025-04-17 22:00:00,CLI-00159,Tecnología,Teclado Mecánico,9,261751.08,0.0,Bucaramanga,2355759.72
VNT-0000412,2024-04-11 06:00:00,CLI-01221,Hardware,Switch Gigabit 24p,4,1217210.92,0.1,Duitama,4381959.31
VNT-0000413,2023-02-23 11:00:00,CLI-01173,Servicios Cloud,Base de Datos RDS,2,880823.54,0.05,Medellín,1673564.73
